"metric","variable","9M_edf","9M_p_value","9M_sig_level","14M_edf","14M_p_value","14M_sig_level","37M_edf","37M_p_value","37M_sig_level"
"dolphin_burst_pulse","EVNspFract",1.67524361761303e-05,0.656520068748587,"",6.49558711421791e-06,0.548923297469136,"",3.06517604072188e-05,0.318512463231866,""
"dolphin_burst_pulse","EVNspMean",1.63750764126788e-05,0.949398935280943,"",4.94070960770091e-06,0.701574357503134,"",1.8716014216522,0,"***"
"dolphin_burst_pulse","EVNtCount",4.35130582010467e-05,0.50677058203145,"",3.36518211881309e-06,0.739663376626632,"",3.98247851941388e-05,0.577194456747929,""
"dolphin_burst_pulse","EVNtFraction",1.34439811668159e-05,0.991600988660611,"",4.07095599443814e-06,0.855481026385291,"",2.10574158681353e-05,0.70180606410006,""
"dolphin_burst_pulse","EVNtMean",1.71429738535691e-05,0.79314486766164,"",8.13238806093009e-06,0.422170207445171,"",0.86392177715163,0.00638608683659636,"**"
"dolphin_burst_pulse","HFC",1.06247573196445e-05,0.69501010313814,"",8.89532623095318e-06,0.744327071085453,"",1.12236394303042e-05,0.694872398431558,""
"dolphin_burst_pulse","H_GiniSimpson",1.35882283227873e-05,0.970262473660314,"",1.02308449723283e-05,0.504875793203559,"",2.20293752641059e-05,0.974356763361499,""
"dolphin_burst_pulse","H_Havrda",1.15595496613557e-05,0.972283606932251,"",1.65940260189992e-05,0.46644809820238,"",2.09948323072578e-05,0.969833331552653,""
"dolphin_burst_pulse","H_Renyi",0.902411146995365,0.000989380848600563,"***",1.06359920439963e-05,0.75360035166331,"",0.798559511158639,0.0188122020779684,"*"
"dolphin_burst_pulse","H_gamma",1.20838701851436e-05,0.969454611289711,"",0.923976167093559,0.000172809929915974,"***",2.70230935994681e-05,0.48751257385235,""
"dolphin_burst_pulse","H_pairedShannon",1.30471381587308e-05,0.98911195314192,"",8.52486497888339e-06,0.603426391586499,"",6.41972616919611e-05,0.0722101911169504,"."
"dolphin_burst_pulse","Hf",1.1230576388764e-05,0.988699974713169,"",9.35286884112895e-06,0.633134792943369,"",0.886120168891982,0.00193317349745603,"**"
"dolphin_burst_pulse","Ht",1.44043613493215e-05,0.74649053888706,"",1.57310814303452e-05,0.311348799313061,"",0.861602825351809,0.00530368933436076,"**"
"dolphin_burst_pulse","KURTf",1.38365787672097e-05,0.98946373093723,"",9.58055926061577e-06,0.462502724735751,"",2.03616987322769e-05,0.69749813791078,""
"dolphin_burst_pulse","KURTt",8.74293374232042e-06,0.849379022861854,"",9.76730235442258e-06,0.469086924310938,"",5.93258348060444e-05,0.383515210937139,""
"dolphin_burst_pulse","LEQf",1.6043833197037e-05,0.915491102470587,"",6.71845030246332e-06,0.882832651763121,"",0.387317466613068,0.0246621528317109,"*"
"dolphin_burst_pulse","LEQt",1.15857759660183e-05,0.867673381527512,"",8.8228413763235e-06,0.360930418770442,"",1.76113879933342e-05,0.506762024693148,""
"dolphin_burst_pulse","LFC",1.53483418509796e-05,0.709839688258952,"",1.63161305390473,0.00057801775038413,"***",0.939616979006616,2.08092630080703e-05,"***"
"dolphin_burst_pulse","MEANf",1.48597237185112e-05,0.592683522722816,"",5.93571877222515e-06,0.814568137990409,"",2.96177319693109e-05,0.400074028922673,""
"dolphin_burst_pulse","MEANt",3.12359027989133e-05,0.600725862726433,"",0.575395735239154,0.124578290110113,"",0.701278157117086,0.0671585181173803,"."
"dolphin_burst_pulse","MED",1.03195324886774e-05,0.982248080415981,"",7.6295725589627e-06,0.652697226388825,"",0.286057605611407,0.22692112748181,""
"dolphin_burst_pulse","MFC",0.281239846789712,0.222187431697854,"",1.50349578804402,5.41339055915024e-07,"***",6.9129741149507e-05,0.419428768234062,""
"dolphin_burst_pulse","NBPEAKS",0.904815547867348,0.00106029621277193,"**",0.739336392460862,0.0453554307524499,"*",0.000212226665078489,0.331299600695814,""
"dolphin_burst_pulse","NDSI",1.64190755047371e-05,0.985127971136334,"",7.06607748036862e-06,0.830600069401372,"",1.50710796467569e-05,0.730123009265323,""
